"Census Day Enrollment (School)","English Learners % (School)","American Indian or Alaska Native % (School)","Asian % (School)","Black or African American % (School)","Filipino % (School)","Hispanic or Latino % (School)","Native Hawaiian or Pac Islander % (School)","Two or More Races % (School)","None Reported % (School)","White % (School)","Free/Reduced Meals % (School)","Per Pupil Ratio: Teacher (School)","Avg Years Teaching (School)","Suspension Rate (School)","SAT Avg Results-Mathematics # (School)","SAT Avg Results-Writing # (School)","Current Exp of Educ per ADA (Ed Code 41372) (District)","Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District)","Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District)","Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District)","Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District)","Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District)","Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District)","Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District)","Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District)","Teacher Salary-Avg (District)"
1124,10.6,0.5,1.3,2,1.9,52.5,0.3,2,1.1,38.4,46.4,21.8,11,0.1,504,466,9777,62,11,7,1,0,0,7,11,68111
3701,7.8,0.4,1.2,2.7,1.1,88.9,0.3,0.1,0,5.3,64.1,25.1,14,2.9,471,451,11065,70,8,7,0,0,0,7,8,92172
4274,7.9,0.2,2.3,3.6,1,86.7,0.4,0.4,0,5.5,64.5,25.1,13,3.8,467,450,11065,70,8,7,0,0,0,7,8,92172
944,12,0.2,3.3,3.9,5.2,76.8,0,2,0.6,7.9,74.3,21.4,12,6.3,474,449,11584,60,12,6,1,0,0,9,11,74968
365,7.9,1.4,1.1,4.7,1.1,80.3,0,3.6,0.3,7.7,80,15.9,3,0,397,422,11584,60,12,6,1,0,0,9,11,74968
2273,2.9,0.1,32,5,8.7,15.5,0.4,7.7,0,30.6,9.1,22,8,5.3,573,541,9325,66,11,6,0,0,0,6,10,82061
287,4.5,1.7,0,1,0,19.2,0,2.1,0,76,32.8,16.9,13,2.4,505,490,9618,61,9,8,2,0,0,7,10,63348
1934,23.1,0.2,33.2,2,2.8,58.9,0.5,0.3,0,2.2,63.4,21.8,13,3.5,508,469,11189,58,11,12,1,0,0,5,9,87300
360,11.7,0.3,16.4,1.9,3.9,48.1,0.8,4.7,10.8,13.1,53.9,17.1,2,1.6,441,450,11189,58,11,12,1,0,0,5,9,87300
2227,5.7,0.4,19.4,4.8,4,39,0.4,3.7,0,28.3,20.9,23.9,13,2.2,551,516,11189,58,11,12,1,0,0,5,9,87300
2809,6.1,0,65.5,1.5,8,18,0.4,1.9,0,4.6,17,25.4,12,1.3,611,579,11189,58,11,12,1,0,0,5,9,87300
1137,21.6,0.6,6.7,2.6,6.3,78.9,0.4,0.3,0,4.3,75.5,20,10,2.9,434,419,11189,58,11,12,1,0,0,5,9,87300
2458,11.6,0.2,45.1,2.4,11.1,34.9,0.9,0.7,0,4.8,41.7,23.8,13,2.6,553,514,11189,58,11,12,1,0,0,5,9,87300
1812,17,0.4,20.4,5.7,3.9,57.1,0.5,3.6,0,8.3,52.6,22.3,13,4.5,518,475,11189,58,11,12,1,0,0,5,9,87300
2178,8.2,0.1,53.1,2.8,9.1,23.8,0.4,5,0,5.6,27.9,24.3,14,1.4,585,548,11189,58,11,12,1,0,0,5,9,87300
1788,24.7,0.1,36.7,1.1,6.8,53.5,0.3,0.3,0,1.3,68.6,22.8,10,0.4,481,441,11189,58,11,12,1,0,0,5,9,87300
422,35.3,0,0,0,0,98.6,0,0,0,1.4,94.8,23.4,4,4.8,393,386,11189,58,11,12,1,0,0,5,9,87300
2968,17.9,0.3,38.3,2.6,18.3,35.6,0.5,0.9,0,3.4,52.1,23.1,13,4,517,484,11189,58,11,12,1,0,0,5,9,87300
1449,27.6,0.1,9.9,2.1,6.1,79.1,1.1,0.8,0,0.8,80.2,20.3,10,19.5,449,415,11189,58,11,12,1,0,0,5,9,87300
484,7.9,0,16.5,1.7,2.5,76.4,0.8,0,0.2,1.9,78.1,24.2,3,3.3,499,465,11189,58,11,12,1,0,0,5,9,87300
1380,18.1,0.2,12.2,2.8,8.8,70.4,0.9,0.5,0,4.2,63.5,20.3,14,6.1,472,439,11189,58,11,12,1,0,0,5,9,87300
2400,0.6,0.3,9.5,1.7,1.9,11.1,0.1,5.3,0.1,70,5.6,24.7,12,2.6,583,544,10559,56,11,12,2,0,0,6,12,79144
1176,1.6,2,0.9,0.9,0.5,18.5,0.5,3.5,0,73.2,33.2,20.3,10,8.4,545,517,10559,56,11,12,2,0,0,6,12,79144
1047,0.9,1.2,0.9,0.9,0.1,18.5,0.6,5.5,0,72.3,28.1,22.3,12,9.1,530,502,10559,56,11,12,2,0,0,6,12,79144
1778,1,0.7,2.2,0.4,0.9,13.1,0.2,4.9,0.1,77.6,14.3,23.5,14,7.2,570,524,10559,56,11,12,2,0,0,6,12,79144
1404,30.2,0.1,4.4,0,0.2,94.4,0,0.4,0,0.5,95.1,18.5,14,1.1,432,417,12320,55,11,11,2,0,0,7,12,84499
1830,27.9,0.1,14.2,0.2,0.3,84.6,0.1,0.2,0,0.4,95.2,21.4,12,2,455,429,12320,55,11,11,2,0,0,7,12,84499
1388,18.9,0.1,2.9,0.1,0,95.7,0.1,0.5,0,0.6,91.5,20.6,14,3.6,428,407,12320,55,11,11,2,0,0,7,12,84499
1805,16.6,0.1,48.6,0.3,0.9,46.9,0.1,1.2,0,1.9,85.4,21,14,2.4,509,472,12320,55,11,11,2,0,0,7,12,84499
2228,10.9,0.1,25.4,0.2,1,69.9,0,0.4,0,2.9,86.2,22.3,13,4.6,485,459,12320,55,11,11,2,0,0,7,12,84499
2635,10.1,0.1,0.4,0.2,0.4,97.8,0,0,0,1.1,74.3,23.5,15,3.8,457,422,10826,62,10,9,0,0,1,6,11,76336
1255,2.5,0.3,7.3,5.5,1.9,23.6,0.6,9.6,0,51.1,11.8,23.5,9,3.7,516,512,9699,60,8,6,0,2,2,10,11,77859
286,10.8,0.7,1.4,0.3,0,34.6,0.3,4.9,3.5,54.2,56.3,23.5,11,12.8,458,442,10164,47,7,10,4,4,0,8,9,65661
1456,23.7,0.3,22,21.8,3,42.3,3.2,3.6,0,3.7,89.4,18,11,9.6,418,397,9970,68,10,8,0,0,0,5,8,76341
1743,5.7,1,9.4,6.6,4.6,24,1.2,8.7,0,44.5,36.6,21.2,14,4.8,518,495,9970,68,10,8,0,0,0,5,8,76341
2673,4.5,0.4,26.4,15,11,19.1,0.9,6.9,0,20.3,36.6,28.6,13,10.4,434,407,9970,68,10,8,0,0,0,5,8,76341
1797,7,0.5,15.5,21.2,7,23.8,1.3,7,0,23.7,49,19.8,12,6.9,510,489,9970,68,10,8,0,0,0,5,8,76341
2302,13.3,0.3,34.6,17.5,7.1,27.1,3.3,4.6,0,5.5,69.8,22.2,12,6.1,470,445,9970,68,10,8,0,0,0,5,8,76341
1494,25.6,0.5,37,14.1,2,34.7,2.5,2.9,0,6.2,92.4,18.7,14,9.8,463,428,9970,68,10,8,0,0,0,5,8,76341
2237,3.7,0.6,13.4,17.8,8.5,21.6,0.6,9.2,0,28.2,33.2,20.9,11,4.8,522,484,9970,68,10,8,0,0,0,5,8,76341
2322,9.5,0.4,27.8,14.3,6.2,24.9,1.5,7.4,0,17.6,58.4,20.7,14,6.2,500,473,9970,68,10,8,0,0,0,5,8,76341
2547,4.6,0.5,21.2,8.2,5.5,17.9,0.6,6.3,0.1,39.5,28.8,22,13,5.5,552,503,9970,68,10,8,0,0,0,5,8,76341
839,7.3,0.4,1.8,0.8,0.7,46.5,0.5,1.7,0.4,47.3,43,22.1,7,8.4,500,489,9222,64,11,8,0,0,0,6,11,69833
765,1.4,0.5,5,3.7,3.7,37,0.1,4.6,0.4,45.1,33.2,17.4,7,0.6,537,524,11576,55,16,9,2,0,0,6,11,74196
1084,0.2,0.3,2.5,1.3,0.8,18.3,0.3,8.6,1.6,66.4,16.3,26,5,0,557,548,11576,55,16,9,2,0,0,6,11,74196
2415,15.4,0.3,3,3.3,2.7,71.9,0.1,0.2,0.5,18.1,70.1,22.9,11,6.3,476,463,11576,55,16,9,2,0,0,6,11,74196
2033,19.1,0.2,1.4,2.4,1.4,85.3,0.4,0.4,0,8.5,84.5,23.2,12,5.4,446,434,11576,55,16,9,2,0,0,6,11,74196
2258,11.6,0.4,3.7,1.7,2.4,57.1,0.4,0.9,0.1,33.2,52.1,23.4,11,5.5,521,500,11576,55,16,9,2,0,0,6,11,74196
682,4.1,0.1,4.7,2.1,2.2,56.6,0.1,0,2.1,32.1,53.5,23,4,4.8,471,457,11576,55,16,9,2,0,0,6,11,74196
274,20.4,1.5,0.4,0.7,0.7,67.5,0.4,1.5,0,27.4,55.1,19,9,7,453,439,11042,51,9,7,0,2,0,10,17,68842
1093,9.2,5.4,11.3,3,0.8,17.1,1,4.5,0,56.8,47.8,20.7,13,9.6,497,474,10558,51,13,11,1,2,0,7,11,60674
923,10.3,0.5,0.5,0.8,0.5,49.5,0.1,1.1,0.5,46.4,54.5,23.2,10,3.5,470,472,10565,55,11,9,2,0,0,8,14,69151
1820,2.9,0.7,6.3,19,14.7,25.2,0.7,8.9,0.1,24.5,32.3,24.5,11,5.9,487,479,9561,60,12,8,1,0,0,6,12,68405
2391,8.1,0.9,5.9,15.2,10.3,42.2,0.9,7.9,0,16.8,56.4,23.6,10,10.9,522,488,9561,60,12,8,1,0,0,6,12,68405
1443,8.5,0.6,4.3,21.3,9.9,41.1,2.1,7.5,0,13.1,64.1,23,9,12.6,443,432,9561,60,12,8,1,0,0,6,12,68405
2071,12.8,1.1,1,2.1,1.1,61.9,0.5,1.1,0.8,30.4,57.2,22.9,10,7.2,500,467,13830,52,11,10,3,1,0,8,15,78308
749,21.4,0.3,0.1,0.3,0,94.9,0.1,0,0,4.3,85.4,22.7,8,5,392,388,11038,58,13,6,1,0,0,8,12,70971
162,3.1,1.2,0.6,0,0,17.9,0,0.6,0,79.6,38.9,14,8,7.7,505,474,9587,63,9,5,1,0,0,6,10,54763
982,9.7,0.3,0.1,0.2,0.1,89,0,0.6,0,9.7,73,20.9,10,5.2,486,443,10781,56,12,8,1,1,0,7,10,70458
676,23.1,0,0.1,0.3,0,93.5,0,0,0,6.1,88.5,18,10,5.6,383,409,11606,55,14,9,1,0,0,8,10,62270
2300,1.7,0.5,15.6,3,3.5,12,0.2,4,0.2,61.1,13.7,25.5,12,3,576,541,9670,63,12,8,2,0,0,5,10,74930
1692,13.1,0.7,6.1,15,2.1,32.6,1.3,3.4,0.2,38.6,68.5,20.2,10,6.4,471,445,9670,63,12,8,2,0,0,5,10,74930
1626,0.9,0.6,12.7,1.4,2.7,8.1,0.1,1.9,0,72.5,7.1,24.3,11,7.5,565,541,9670,63,12,8,2,0,0,5,10,74930
2335,15.2,0.1,1.5,7.8,1,84.4,0.3,0.5,0,4.3,80,21.4,12,3.7,426,421,10597,62,13,7,0,0,0,5,12,80904
2355,18.8,0.3,0.6,6.7,1,87,0.3,0.3,0,3.9,87.3,20.4,12,5.5,447,426,10597,62,13,7,0,0,0,5,12,80904
2509,24,0.1,0.6,2.9,0.2,92.7,0.4,0.2,0,3,92.7,20.5,12,6.1,435,423,10597,62,13,7,0,0,0,5,12,80904
2037,17.2,0.2,1.9,6.2,1,84.7,0.3,0.9,0,4.8,85.3,21.2,8,8.3,429,406,10597,62,13,7,0,0,0,5,12,80904
2448,10.3,0.2,2.7,11.3,4.5,72.4,0.2,1.4,0,7.3,67.4,22.5,12,9.9,453,434,10597,62,13,7,0,0,0,5,12,80904
518,8.1,1,1,1,0.4,41.7,0,4.2,0.4,50.4,56.9,16,8,5.8,491,500,11761,58,12,8,4,1,0,7,10,54083
873,9.6,3.9,1,0.5,0.1,25.4,0.2,8.1,0,60.7,47.2,21.5,9,13.2,470,447,11035,55,13,12,2,0,0,6,9,61167
2069,2.9,0,90.1,0.5,1.6,1.6,0.1,0.4,0,5.6,4.1,24.3,12,0.8,706,677,9337,67,11,5,0,0,0,5,9,87642
1822,9.3,0.3,33.6,5.2,8.6,21.9,0.8,3.1,0,26.5,29.2,23,10,3.4,412,397,9337,67,11,5,0,0,0,5,9,87642
2093,6.4,0.3,54.2,4.7,11.1,10.9,0.8,2.2,0,15.8,21.8,24.2,10,4.2,610,576,9337,67,11,5,0,0,0,5,9,87642
2253,6.6,0.4,64,1.8,5,10.9,0.7,1.6,0,15.5,16,24.4,10,1.6,641,601,9337,67,11,5,0,0,0,5,9,87642
1401,13.3,0.4,23.4,5.1,10.6,33.2,1.4,1.9,0.1,23.9,43,28.7,14,2.8,543,514,9337,67,11,5,0,0,0,5,9,87642
2326,2.8,0,77.8,0.2,0.9,2.5,0,3.7,0,14.8,2.5,25,11,0.3,710,676,12337,60,15,11,0,0,0,6,8,91951
1788,4.1,0.1,80.5,0.6,0.7,3.6,0.1,4,0,10.4,4.9,23,12,0.8,697,655,12337,60,15,11,0,0,0,6,8,91951
2368,7.6,0.3,39.4,1.4,2.2,17,0.1,8.1,0,31.6,14.7,23.7,11,1.4,649,610,12337,60,15,11,0,0,0,6,8,91951
2245,8.1,0.1,64.9,1.6,1.7,9.4,0.2,4.8,0,17.4,8.5,23.6,8,1.2,666,629,12337,60,15,11,0,0,0,6,8,91951
1965,16.2,0.2,18.6,1.7,9.7,44.2,0.8,4.9,0,19.8,35.4,15.8,7,14.7,567,529,12337,60,15,11,0,0,0,6,8,91951
1774,22,0.4,18.6,7.7,0.2,68.3,0.3,0.7,0,3.8,94,23.1,13,9.3,386,372,11599,60,13,8,2,0,0,4,12,75170
1896,10,0.8,11.4,10,0.9,59.8,0.5,1.3,0.1,15.3,80.6,24.4,16,5.4,432,407,11599,60,13,8,2,0,0,4,12,75170
2553,10.8,0.5,10.5,17,0.7,60,0.3,1.2,0,9.8,76,23,11,5.4,440,416,11599,60,13,8,2,0,0,4,12,75170
2846,17,0.3,22.7,7.5,0.6,65.4,0.1,0.6,0,2.8,88.8,25.2,16,6.4,404,393,11599,60,13,8,2,0,0,4,12,75170
2639,4.4,0.6,5.5,12.2,0.7,49.6,0.7,1.6,0,29.2,56.7,23.3,15,6.7,459,453,11599,60,13,8,2,0,0,4,12,75170
2203,25.2,0.7,9.2,5.4,0.1,79.9,0.2,0.5,0,4,89.1,22,13,5.1,371,369,11599,60,13,8,2,0,0,4,12,75170
986,12.2,0.5,26.3,3.4,0.4,64.1,0.2,0.7,0,4.4,90.3,16.1,14,2.3,406,395,11599,60,13,8,2,0,0,4,12,75170
2410,12.4,0.6,5.3,9.8,0.4,72.6,0.4,1.4,0,9.7,87.5,25.3,15,10.2,418,400,11599,60,13,8,2,0,0,4,12,75170
2110,10.4,0.2,4.4,2,1.3,65.2,0.3,1.9,0,24.6,57.4,27.7,13,2.3,507,486,9845,60,9,11,0,0,0,5,9,96498
2307,6.5,0.1,44.8,2.1,6,29.3,0.3,1.8,0,15.5,27.4,29.2,15,3,590,550,9845,60,9,11,0,0,0,5,9,96498
1882,9.1,0.1,8.6,1.1,1.6,67.6,0.2,2.2,0,18.7,46.5,27.6,15,7.1,523,517,9845,60,9,11,0,0,0,5,9,96498
2212,7.5,0.3,1.7,1.9,0.8,69.9,0.1,0.9,0,24.5,47.4,29.1,17,3.2,493,475,9845,60,9,11,0,0,0,5,9,96498
2755,3.5,0.1,42,1.1,7,25.2,0.3,4.1,0,20.2,21.3,26.9,15,0.7,662,624,9845,60,9,11,0,0,0,5,9,96498
1913,15.9,0.3,6.6,6,4,73.4,0.8,1,0.2,7.6,80,26.7,14,5.3,466,454,9845,60,9,11,0,0,0,5,9,96498
924,8.1,0.4,0.9,0.8,0.6,62.4,0.3,2.4,2.1,30.1,72.2,21.4,9,1.4,490,483,11107,57,13,9,4,0,0,7,8,75424
1176,4.7,0.1,1,2.3,0.6,45.2,0.3,6.4,0.9,43.2,47.6,23.2,11,4,497,484,11107,57,13,9,4,0,0,7,8,75424
1711,7.3,0.5,22.9,1.4,3,31.5,1.2,0.8,1.3,37.5,34.1,28.1,11,1.7,521,489,10719,66,10,8,2,0,0,3,9,95426
1995,26.7,0.1,53.7,0.4,0.9,37.9,0.6,0.1,1.8,4.7,69,24.1,11,5.5,499,464,10719,66,10,8,2,0,0,3,9,95426
2121,35.8,0.1,12.4,0.2,0.8,83.5,0.3,0,0.4,2.2,78.8,23.2,10,2,439,436,10719,66,10,8,2,0,0,3,9,95426
2454,20.4,0.1,32.5,1.4,2.1,52.7,1.1,0.1,1,9,60.5,23.8,12,2.3,503,495,10719,66,10,8,2,0,0,3,9,95426
1793,25.7,0.1,28.9,0.5,2.1,57.8,0.9,0.2,1.4,8.1,67.8,22.7,11,2.4,473,451,10719,66,10,8,2,0,0,3,9,95426
1816,36.9,0,15.3,0.5,0.6,80.6,0.3,0.1,0.2,2.4,82.2,24.4,11,6.9,451,444,10719,66,10,8,2,0,0,3,9,95426
2137,18.6,0,79,0.2,0.5,14.7,0.3,0,0.6,4.7,60.6,26.6,11,2.6,550,502,10719,66,10,8,2,0,0,3,9,95426
644,2,7.5,2.8,2,0,14.3,0.8,2.5,0,70.2,64.9,19.3,6,18.5,468,488,12521,60,11,8,2,0,0,8,11,63960
1833,6.3,0.5,4.4,1.6,2.8,59.4,0.4,2.6,0.7,27.6,41,21.7,9,2.2,490,484,9614,62,11,7,1,0,0,6,10,75150
255,1.2,0.4,20.8,2.4,1.6,46.3,0,1.2,0,27.5,33.3,26,4,0.4,548,562,9614,62,11,7,1,0,0,6,10,75150
1501,13,0.7,1.4,0.9,1.6,76.6,0.2,1.1,1.3,16.3,61.4,20.4,9,6.2,477,455,9614,62,11,7,1,0,0,6,10,75150
2670,5.1,0.2,26.3,0.7,3.7,13.6,0.1,1.2,0,54.2,16.2,27.8,14,2.3,595,569,10417,68,12,6,1,0,0,4,9,80853
1103,9.2,0,5.1,0.2,6.5,7.9,0.1,0.4,0,79.9,53.3,26.4,18,4,566,535,10417,68,12,6,1,0,0,4,9,80853
2433,19.6,0.3,3,1.5,12.1,35.8,0.1,0.9,0,46.2,68.6,24.3,16,5.5,524,488,10417,68,12,6,1,0,0,4,9,80853
1640,16.2,0.2,6.2,1.9,8.1,26.3,0,1,0,56.2,65.4,21.5,14,9.1,538,506,10417,68,12,6,1,0,0,4,9,80853
2528,3.1,0.2,6.4,1.5,3.2,39,0.3,3.4,0.1,46,21.1,25.4,13,2.8,554,522,9416,69,9,7,0,0,0,5,8,84139
453,35.8,0,0,0,0,98,0,0,0,2,89,20.6,8,5.2,386,395,11581,51,8,7,1,0,0,9,24,62315
589,1.5,1.2,1.5,1.4,0.5,34.8,0,1,0,59.6,28.9,28.2,14,5.6,498,481,9420,58,14,7,1,0,0,8,10,61727
741,29.3,0.3,0,0.5,0.8,95.7,0.1,0.3,0,2.3,73.4,20.4,6,4.8,403,412,10488,57,13,9,1,0,0,8,6,70595
617,7.6,0.6,2.6,0.3,0.2,57.7,0.3,0.6,0.2,37.4,51.9,21.6,11,4.9,508,461,10024,61,10,7,2,0,0,6,12,70966
2165,7.2,1.4,1.3,6.1,1.3,36.8,0.3,8.1,0.7,43.9,28.5,27.3,11,0,496,492,12818,60,12,10,1,0,0,6,11,79918
2296,10.4,0.4,2.4,6.5,1.2,37.5,0.5,7.1,0,44.3,59.9,23.2,16,3.7,520,494,12818,60,12,10,1,0,0,6,11,79918
1397,16.7,0.2,2.2,18.3,3.6,59.7,1.1,5.2,0,9.7,78.5,20.1,15,6.7,448,423,12818,60,12,10,1,0,0,6,11,79918
2138,10.2,0.6,3.1,4,1.1,24.8,0.3,7,0,59.1,55.3,25,14,2.8,527,509,12818,60,12,10,1,0,0,6,11,79918
1491,3.7,0.7,1.4,1.5,1.4,25,0.5,9,0,60.5,47.1,23.6,16,2,524,493,12818,60,12,10,1,0,0,6,11,79918
1591,3.5,1.9,0.8,1.7,0.4,28.7,0.2,6.1,0,60.2,53.9,22.6,8,6.2,499,472,12818,60,12,10,1,0,0,6,11,79918
1772,38.8,0.3,1.6,7.8,1.6,41,0.5,2.5,0.1,44.6,87.2,21.1,15,5,448,435,12818,60,12,10,1,0,0,6,11,79918
2475,7.8,0.2,4.7,17,1.9,47.5,0.9,8.7,0.1,19,60.8,26.1,12,3.8,507,472,12818,60,12,10,1,0,0,6,11,79918
1942,2.2,0.4,2.1,1.1,1.1,25,0.5,9.6,0,60.2,45.8,26.1,17,2.1,528,498,12818,60,12,10,1,0,0,6,11,79918
1702,11.2,0.1,1.2,12.3,3.6,59.7,0.8,6.9,0,15.5,75.1,20.9,14,6.6,478,427,12818,60,12,10,1,0,0,6,11,79918
2345,5.5,0.9,1,2.6,0.9,31.8,0.3,6,0.2,56.2,57,21.9,12,13.2,463,469,12818,60,12,10,1,0,0,6,11,79918
598,16.2,0,1.3,0.7,1,74.7,0.3,0.2,0,21.7,70.4,22.1,10,4.1,445,437,9513,57,9,8,1,0,0,10,10,66787
2025,4.4,0,6.6,1.1,0.8,85.9,0.4,0.3,0,4.8,67.1,20.9,10,1.3,636,615,10377,59,11,6,1,0,0,5,17,78798
1288,9.5,0.1,1.7,0.9,1,94.6,0.2,0.2,0.2,1.1,86.5,24.8,12,4.8,437,418,10377,59,11,6,1,0,0,5,17,78798
1594,6.7,0.1,38.5,1.2,2.8,51.1,0.4,0.9,0,5.1,54.5,25.3,12,1.9,554,511,10377,59,11,6,1,0,0,5,17,78798
1117,11.9,0.4,3.6,1.5,3.5,89.6,0,0.2,0,1.3,86.5,22.4,10,3.9,447,417,10377,59,11,6,1,0,0,5,17,78798
314,10.5,0.6,1,0,0,72.6,0,1.9,3.8,20.1,68.5,19.4,7,8.8,398,357,9344,57,13,3,0,0,0,8,12,60974
1480,10.5,0.5,0.3,5.7,0.2,62.8,0.2,0.4,0,29.9,62.4,24.2,12,3,462,450,10201,55,12,10,1,0,0,6,14,75503
761,9.5,0.8,4.1,3.5,3.2,59.7,0.1,0.9,0,27.7,55.6,22.4,9,2.3,465,459,10201,55,12,10,1,0,0,6,14,75503
1380,8.5,0.5,1.8,5.8,2.3,63.1,0.1,1.7,0,24.6,57,24.8,10,4.4,457,442,10201,55,12,10,1,0,0,6,14,75503
567,3.4,0,5.3,9.3,5.5,72.8,0.7,1.1,0.5,4.8,78.8,24.3,12,1.2,512,494,10976,62,11,7,0,1,0,5,12,78760
1580,10.9,0.2,4.9,16.4,5,59.9,3.5,1.6,0.3,8.4,75.2,20.6,10,7.9,441,434,11834,61,15,8,0,0,0,5,9,84645
462,6.1,0.2,3,13.2,5.6,66.5,2.8,2.8,1.1,4.8,59.7,24.3,3,10.4,437,430,11834,61,15,8,0,0,0,5,9,84645
1294,28.6,0.2,7.2,7.5,7.7,69.3,4.4,0.4,0.2,3.1,82.9,18.9,10,7.5,432,430,11834,61,15,8,0,0,0,5,9,84645
533,10.5,0,10.9,4.5,7.3,67.9,2.8,1.7,2.8,2.1,60,22.3,4,4.5,467,446,11834,61,15,8,0,0,0,5,9,84645
2009,11.1,0.3,12.1,9.6,15.2,51.8,3.5,1.4,0,6,69.2,23.5,12,4.5,454,441,11834,61,15,8,0,0,0,5,9,84645
616,13.8,0.6,2.1,0.6,0.2,55,0,0.8,0,40.6,39,19,9,2.8,496,488,13396,61,13,6,0,0,0,8,10,66895
2318,6.6,1,1.8,5.9,0.9,46.9,0.5,2.5,0,40.6,69,23.9,11,7.1,439,428,11110,61,12,9,1,0,0,6,9,79813
1732,8,0.7,1.3,9,2,58.8,0.6,3.1,0,24.4,81.2,21.8,12,5.3,501,475,11110,61,12,9,1,0,0,6,9,79813
299,7.4,4.3,1,1.3,0,39.1,1.3,0.7,1.3,50.8,80.3,13.1,14,4,465,461,11110,61,12,9,1,0,0,6,9,79813
1665,9.4,0.5,1.3,11.1,1.1,61.1,0.5,2.9,0.1,21.6,79.7,22.1,8,10,408,414,11110,61,12,9,1,0,0,6,9,79813
2400,9.7,0.7,2,8.9,0.5,58.4,0.3,0.7,0.7,27.9,65.7,27.9,9,6.3,454,432,9816,64,11,7,0,0,0,7,10,75337
1962,12.9,0.7,0.5,5.7,0.5,59,0.4,1.6,0.7,31,70.1,24.7,12,6.5,476,448,9816,64,11,7,0,0,0,7,10,75337
2045,18.4,0.4,1.1,8.4,0.4,71.9,0.3,0.5,1.7,15.3,79.6,27.2,8,11.3,442,442,9816,64,11,7,0,0,0,7,10,75337
1228,5.6,0.7,2.6,11.3,0.7,48.5,0.5,3.3,0,32.3,48.9,30,4,1,444,453,9816,64,11,7,0,0,0,7,10,75337
647,16.1,0.6,0.6,0.3,0.2,36.9,0,0.2,0.5,60.7,53,19.6,14,10.9,460,454,9923,61,9,10,2,0,0,7,10,70268
528,24.8,0.2,0,0.4,0.2,82.6,0.2,2.1,0,14.4,61,24.2,9,3.6,441,438,10328,59,11,9,2,0,0,8,10,72674
712,9.8,0.4,0.7,0.1,0.1,49.3,0,1.3,0,48,40,20.1,13,3.8,494,487,10292,63,10,5,2,0,0,8,9,77777
1498,21.2,1.7,7.9,1.6,1.1,58.1,0.6,0.9,0.6,27.3,55.1,23.8,9,3.5,468,461,10698,56,12,9,2,0,0,6,13,91005
3558,4.7,1.3,51,1.3,1.2,12.8,0.9,1.1,0.8,29.6,26.7,28.4,9,0.7,576,539,10698,56,12,9,2,0,0,6,13,91005
2622,24.6,1.3,40.2,1,1,49.6,0.8,0.8,0.7,4.8,77.9,23.9,13,3.2,518,459,10698,56,12,9,2,0,0,6,13,91005
2408,3.5,3.9,18.6,0.9,1.7,20,0.7,2.2,1.3,50.6,18.7,24.8,12,9.2,563,527,10698,56,12,9,2,0,0,6,13,91005
2954,3.2,1.6,9.4,1.1,1.2,20.7,0.6,1.6,4.5,59.3,13.6,27.4,10,0.8,550,535,10698,56,12,9,2,0,0,6,13,91005
2528,2.8,4.6,10.6,0.9,1.4,18.1,0.4,1.7,1.1,61.2,12.8,22.8,11,1.5,459,445,10698,56,12,9,2,0,0,6,13,91005
1172,6.4,0.3,1.5,1.7,0.9,79.6,0,0.4,0,15.6,44.9,24.3,12,1.2,489,476,9270,64,8,11,1,0,0,6,10,85175
642,12.3,0,0.2,11.1,0,87.9,0,0.8,0.2,0,91.3,22.1,4,3.6,494,458,11869,59,11,6,0,0,1,6,12,73263
294,5.8,0,0.7,55.8,1.4,40.8,0.7,0.3,0.3,0,39.5,24.5,9,0,409,423,11869,59,11,6,0,0,1,6,12,73263
1050,19,0.2,0.6,37.7,0.6,60.4,0.3,0.1,0.1,0.1,50.1,18.4,11,8.5,376,374,11869,59,11,6,0,0,1,6,12,73263
897,25.4,0.8,0.1,27.5,0.1,69.1,1.6,0,0.2,0.6,71.6,22.5,11,9.5,367,373,11869,59,11,6,0,0,1,6,12,73263
2031,11.5,0.2,48.3,2.9,4.3,13.4,0.5,2.7,0.6,27,22.6,25.1,12,2.1,616,593,9488,62,13,9,0,0,0,3,10,79635
2447,8.5,0.3,36.1,2.1,3.3,11.1,0.2,3.7,0.6,42.6,17.9,25,9,1.7,621,581,9488,62,13,9,0,0,0,3,10,79635
2240,6.9,0.5,55.4,1.4,3.2,6.3,0.3,2.9,0.5,29.5,7.8,26.8,10,1.4,644,615,9488,62,13,9,0,0,0,3,10,79635
2617,10.2,0.3,46.2,2.3,2.8,8.8,0.3,4.3,0.1,35,16.9,26.3,12,0,657,619,9488,62,13,9,0,0,0,3,10,79635
1669,15.9,0.1,25.5,1,43.3,18.8,0.4,5,0,6,38.8,22.4,14,4.2,546,501,11036,53,9,11,1,0,0,6,15,66327
1012,3.4,0.7,5.1,1.9,8.9,29.7,2.8,12.6,0,38.2,19.4,21.6,8,7.1,551,525,11036,53,9,11,1,0,0,6,15,66327
