"","District Name","School Name","County Name","School Type (School)","Census Day Enrollment (School)","English Learners % (School)","American Indian or Alaska Native % (School)","Asian % (School)","Black or African American % (School)","Filipino % (School)","Hispanic or Latino % (School)","Native Hawaiian or Pac Islander % (School)","Two or More Races % (School)","None Reported % (School)","White % (School)","Free/Reduced Meals % (School)","Per Pupil Ratio: Teacher (School)","Avg Years Teaching (School)","Suspension Rate (School)","SAT Avg Results-Mathematics # (School)","SAT Avg Results-Writing # (School)","Current Exp of Educ per ADA (Ed Code 41372) (District)","Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District)","Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District)","Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District)","Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District)","Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District)","Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District)","Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District)","Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District)","Teacher Salary-Avg (District)"
"124","Centinela Valley Union High","Lawndale High","Los Angeles","High School","2219","10.8","0.1","2.1","17.4","1.3","74","0.3","3","0","1.8","79.8","20.8","7","2.1","405","406","12851","54","11","8","1","0","0","8","13","75050"
"125","Centinela Valley Union High","New Opportunities Charter","Los Angeles","High School","428","19.6","0.9","1.4","22.7","0.7","55.8","0.5","2.3","1.2","14.5","10","37.2","3","0","N/A","N/A","12851","54","11","8","1","0","0","8","13","75050"
"126","Central Unified","Central High East Campus","Fresno","High School","4142","6.3","0.7","14.6","9.9","1.2","54.3","0.3","1.4","0","17.7","62.8","21.7","9","9.9","433","434","8993","55","10","11","1","0","0","6","13","69635"
"127","Central Union High","Southwest High","Imperial","High School","2063","26.7","0.1","1.8","0.6","0","92.1","0.1","0.1","0","5","71.4","23","10","3.9","496","481","10892","57","11","9","2","0","0","7","13","83222"
"128","Central Union High","Central Union High","Imperial","High School","1889","25.5","0.2","0.7","1.4","0","93.3","0.1","0.3","0","4","75.3","23.3","10","3.6","465","434","10892","57","11","9","2","0","0","7","13","83222"
"129","Ceres Unified","Whitmore Charter High","Stanislaus","High School","138","N/A","0.7","1.4","1.4","1.4","21.7","0","3.6","1.4","68.1","12.3","16.9","3","0","0","0","9929","58","16","8","0","0","0","4","10","76619"
"130","Ceres Unified","Ceres High","Stanislaus","High School","1738","11.6","0.7","6.3","2","0.3","69.9","1.3","0.9","0.1","18.6","77.4","21.5","7","9","457","446","9929","58","16","8","0","0","0","4","10","76619"
"131","Ceres Unified","Central Valley High","Stanislaus","High School","1834","12.5","0.6","6.1","1.4","0.7","79.1","0.5","0.7","0.1","10.8","83.3","23.6","5","13.9","428","426","9929","58","16","8","0","0","0","4","10","76619"
"132","Chaffey Joint Union High","Los Osos High","San Bernardino","High School","3198","2.7","0.4","14.2","8.1","2.5","35","0.6","1.4","0.3","37.5","32.6","27.3","14","2.5","538","505","10402","63","9","10","1","0","0","4","11","94953"
"133","Chaffey Joint Union High","Ontario High","San Bernardino","High School","2463","19.2","0.5","2","3","0.4","89.4","0.4","1.2","0.3","2.7","87.1","23.8","13","4.3","451","426","10402","63","9","10","1","0","0","4","11","94953"
"134","Chaffey Joint Union High","Alta Loma High","San Bernardino","High School","2514","3.7","0.6","4.2","7.6","0.7","52.4","0.8","1.6","0.2","31.8","52.3","24.9","15","3.4","491","476","10402","63","9","10","1","0","0","4","11","94953"
"135","Chaffey Joint Union High","Colony High","San Bernardino","High School","2135","12","0.1","3.7","11.7","1.9","70.3","0.5","1.3","0.6","9.9","72.7","25.1","11","5.6","470","451","10402","63","9","10","1","0","0","4","11","94953"
"136","Chaffey Joint Union High","Chaffey High","San Bernardino","High School","3482","19.4","0.3","1.3","2.4","0.4","88.1","0.3","0.6","1.1","5.5","87.4","24.7","14","5.6","454","442","10402","63","9","10","1","0","0","4","11","94953"
"137","Chaffey Joint Union High","Montclair High","San Bernardino","High School","2989","17.9","0.5","3.6","2.1","0.6","86.3","0.3","0.4","1.2","5","88.3","25.7","13","4.9","460","429","10402","63","9","10","1","0","0","4","11","94953"
"138","Chaffey Joint Union High","Rancho Cucamonga High","San Bernardino","High School","3444","2.4","0.3","8","13.2","4.5","43.1","0.6","4.1","0.2","25.9","42.6","27.2","15","3.6","501","482","10402","63","9","10","1","0","0","4","11","94953"
"139","Chaffey Joint Union High","Etiwanda High","San Bernardino","High School","3498","2.1","0.1","6.2","15.7","4.7","50.9","0.4","3.7","0.4","17.9","41.7","26.3","13","3.3","487","466","10402","63","9","10","1","0","0","4","11","94953"
"140","Charter Oak Unified","Charter Oak High","Los Angeles","High School","1645","4.6","0.7","4.6","3.6","3","61.2","0.4","2.8","0","23.5","50.2","25.9","12","2.9","486","451","9604","57","10","9","0","1","0","7","11","80390"
"141","Chawanakee Unified","Minarets Charter High","Madera","High School","253","0.4","4.3","2.4","2","0","23.3","0.8","0.4","0","66.8","29.6","24.9","4","4.1","476","465","11004","50","9","7","0","0","0","9","13","55096"
"142","Chawanakee Unified","Minarets High","Madera","High School","230","N/A","8.7","0.4","2.2","0","17.8","0","0.9","0","70","41.7","20.1","4","4.9","450","462","11004","50","9","7","0","0","0","9","13","55096"
"143","Chawanakee Unified","Mountain Oaks High","Madera","High School","18","N/A","16.7","0","0","0","11.1","0","22.2","0","50","100","6","11","15.6","N/A","N/A","11004","50","9","7","0","0","0","9","13","55096"
"144","Chico Unified","Inspire School of Arts and Sciences","Butte","High School","444","2","1.4","0.9","0.9","0.5","12.6","0","4.5","2.7","76.6","25.5","19.5","6","1.7","535","552","10116","65","10","10","1","0","0","6","9","67547"
"145","Chico Unified","Pleasant Valley High","Butte","High School","1816","3.5","1.4","7.5","1.8","0.8","19.6","1","1.8","0.9","65.1","32.9","23","16","3.3","538","504","10116","65","10","10","1","0","0","6","9","67547"
"146","Chico Unified","Chico High","Butte","High School","1797","7.4","1.2","6.5","4","0.6","24.9","0.6","1.9","1.7","58.7","33.3","22.8","17","3.7","548","507","10116","65","10","10","1","0","0","6","9","67547"
"147","Chino Valley Unified","Chino High","San Bernardino","High School","2229","10.2","0.3","2.6","3.1","1.3","78.9","0.1","0.9","0","12.8","61.9","20.8","13","2.8","458","452","9158","62","12","7","1","0","0","4","11","79870"
"148","Chino Valley Unified","Don Antonio Lugo High","San Bernardino","High School","1698","7.3","0.2","2.4","2.2","1.2","78.6","0","0.8","0.1","14.4","67.2","19.2","12","13.2","441","436","9158","62","12","7","1","0","0","4","11","79870"
"149","Chino Valley Unified","Chino Hills High","San Bernardino","High School","2912","3","0","13.8","5","6.7","41.9","0.4","3.2","0","29","27.8","27.2","10","1.7","498","473","9158","62","12","7","1","0","0","4","11","79870"
"150","Chino Valley Unified","Ruben S. Ayala High","San Bernardino","High School","2629","3.9","0.1","24.2","4.4","8.7","36.7","0.3","3.1","0.4","22.1","22.6","23.5","11","2.7","516","491","9158","62","12","7","1","0","0","4","11","79870"
"151","Chowchilla Union High","Chowchilla Union High","Madera","High School","1066","11.4","1.1","1.5","2.9","0.4","59.8","0.2","0.3","0","33.8","68.9","23.5","8","4.9","443","436","9778","50","8","10","3","0","0","10","16","59223"
"152","Claremont Unified","Claremont High","Los Angeles","High School","2359","2.4","0.1","10.6","5.1","1.1","39","0.2","4.8","4.3","34.6","32.4","25.1","12","2.6","537","526","10470","57","10","14","1","0","0","7","8","81763"
"153","Cloverdale Unified","Cloverdale High","Sonoma","High School","389","20.8","3.3","0.8","0","0","50.1","0.5","2.3","0.3","42.7","49.4","17.2","13","4.6","484","478","11058","69","8","5","1","0","0","8","9","66283"
"154","Clovis Unified","Clovis North High","Fresno","High School","2459","1.6","0.4","15.5","3.1","3.5","23.1","0.1","3.7","0","50.8","21.3","23","9","2.7","548","521","9228","60","12","10","2","0","0","5","11","68733"
"155","Clovis Unified","Clovis West High","Fresno","High School","2095","2.5","0.7","8.9","5.5","1.8","39.5","0.3","2.8","0","40.4","42.4","20.5","14","3.8","507","489","9228","60","12","10","2","0","0","5","11","68733"
"156","Clovis Unified","Clovis Online Charter","Fresno","High School","299","2.3","0.3","6.4","2.3","0.3","34.1","0","1.3","0","55.2","31.4","21.6","13","0","0","0","9228","60","12","10","2","0","0","5","11","68733"
"157","Clovis Unified","Clovis High","Fresno","High School","2939","1.4","0.9","8.3","2.2","1.3","36.6","0.3","2.9","0","47.5","47.3","21.1","12","4.1","493","480","9228","60","12","10","2","0","0","5","11","68733"
"158","Clovis Unified","Buchanan High","Fresno","High School","2709","2.5","0.7","10.9","2.6","2.1","27","0.2","2.7","0","53.8","29.1","23.2","13","3","524","500","9228","60","12","10","2","0","0","5","11","68733"
"159","Clovis Unified","Clovis East High","Fresno","High School","2203","4.9","0.9","25.1","2.5","3.1","37.9","0.2","2.3","0","28","54.4","20.9","10","4","456","449","9228","60","12","10","2","0","0","5","11","68733"
"160","Coachella Valley Unified","Coachella Valley High","Riverside","High School","2619","24.2","0.1","0","0.2","0.2","97.5","0","0.1","1.2","0.7","90.2","25.6","13","7.1","425","407","11326","62","11","10","0","0","0","6","9","76496"
"161","Coachella Valley Unified","Desert Mirage High","Riverside","High School","1937","34.7","0.5","0.1","0.1","0.1","97.8","0","0.1","0.7","0.7","93","24.9","11","5.2","393","407","11326","62","11","10","0","0","0","6","9","76496"
"162","Coachella Valley Unified","NOVA Academy - Coachella","Riverside","High School","207","24.6","0","0","0","0","100","0","0","0","0","90.8","23","3","5.2","418","424","11326","62","11","10","0","0","0","6","9","76496"
"163","Coachella Valley Unified","West Shores High","Riverside","High School","443","27.8","0.2","0","2","0.2","87.6","0","0.2","2.5","7.2","95.7","16.3","10","7.8","395","399","11326","62","11","10","0","0","0","6","9","76496"
"164","Coalinga-Huron Unified","Coalinga High","Fresno","High School","1183","27.3","0","1.6","0.9","0.3","85.1","0","0.3","0.4","11.4","74.9","20.9","10","7.9","434","430","11275","57","12","10","1","0","1","5","13","68280"
"165","Coast Unified","Coast Union High","San Luis Obispo","High School","230","19.6","0.4","2.6","0.4","0.4","48.7","1.3","0.4","2.6","43","48.7","14.6","12","7.3","494","487","17082","50","8","9","1","0","0","12","18","74752"
"166","Colton Joint Unified","Bloomington High","San Bernardino","High School","1986","16.3","0.4","0.9","3.7","1.8","88.3","0.1","0.3","0","4.6","82.2","19.9","13","3.6","461","439","10690","61","10","9","1","0","0","6","11","80230"
"167","Colton Joint Unified","Colton High","San Bernardino","High School","1953","13.6","0.1","0.6","2.3","0.1","92.2","0.2","0.2","0","4.4","81.8","20.4","15","3.9","442","438","10690","61","10","9","1","0","0","6","11","80230"
"168","Colton Joint Unified","Grand Terrace High School at the Ray Abril Jr. Educational Complex","San Bernardino","High School","2491","10.1","0.7","2.9","8.7","2.2","69.1","0.8","1","0","14.6","66.5","23.9","10","4.9","455","448","10690","61","10","9","1","0","0","6","11","80230"
"169","Colusa Unified","Colusa High","Colusa","High School","371","14.8","2.4","1.1","0","0","61.2","0.3","0","0","35","47.2","18.4","11","6.5","461","438","9878","63","7","6","1","0","0","7","11","70412"
"170","Compton Unified","Compton High","Los Angeles","High School","1783","19.3","0.2","0","16.3","0.1","83","0.2","0.1","0","0.2","81.3","21.9","12","5","404","412","11645","61","8","7","0","0","0","8","14","77054"
"171","Compton Unified","Compton Early College High","Los Angeles","High School","113","N/A","0","0","18.6","0","78.8","1.8","0","0.9","0","43.4","20.4","7","4.7","N/A","N/A","11645","61","8","7","0","0","0","8","14","77054"
"172","Compton Unified","Dominguez High","Los Angeles","High School","1896","23.7","0.1","0.1","12","0","86.3","1.1","0.2","0.1","0.2","80.4","24.4","12","6.2","405","404","11645","61","8","7","0","0","0","8","14","77054"
"173","Compton Unified","Centennial High","Los Angeles","High School","928","17.1","0.3","0","30.8","0","67.7","0.2","0.4","0.3","0.2","83","26.6","16","7.7","355","363","11645","61","8","7","0","0","0","8","14","77054"
"174","Conejo Valley Unified","Thousand Oaks High","Ventura","High School","2296","2.6","0.7","5.4","1.5","2","24.9","0.3","2.8","0","62.4","19.8","25.1","14","5.4","557","525","9366","66","11","6","2","1","0","5","9","78911"
"175","Conejo Valley Unified","Westlake High","Ventura","High School","2370","2.2","0.4","12.8","2.5","1.9","20","0.4","3.8","0","58.1","15.2","26.9","12","3.1","597","576","9366","66","11","6","2","1","0","5","9","78911"
"176","Conejo Valley Unified","Newbury Park High","Ventura","High School","2511","2.8","0.6","10.7","1.4","1.4","20.4","0.3","2.5","0","62.6","15.2","25","11","1.7","573","548","9366","66","11","6","2","1","0","5","9","78911"
"177","Contra Costa County Office of Education","Clayton Valley Charter High","Contra Costa","High School","1984","3.9","0.5","7.6","3.3","4.5","20.2","0.7","7.4","0.4","55.5","17.8","25.8","2","4.2","505","501","N/A","48","21","10","0","0","0","16","4","76110"
"178","Contra Costa County Office of Education","Summit Public School K2","Contra Costa","High School","224","15.6","0.4","6.7","20.5","3.6","38.4","0.4","6.7","7.6","15.6","60.7","24.9","1","6.1","N/A","N/A","N/A","48","21","10","0","0","0","16","4","76110"
"179","Corcoran Joint Unified","Corcoran High","Kings","High School","860","16.6","0.2","0.3","3.7","0.3","86.2","0.1","0","0.1","9","76.4","20","5","2.7","438","443","10150","58","12","5","2","0","0","7","13","67363"
"180","Corning Union High","Corning High","Tehama","High School","872","14.1","1","0.5","0.6","0.2","53.3","0.2","0.8","2.4","40.9","69.3","17.4","14","13.1","486","450","12824","51","6","13","3","1","0","9","15","N/A"
"181","Corona-Norco Unified","Corona High","Riverside","High School","2764","9.6","0.3","3","3.2","2","70.5","0.3","0.5","0","20.1","61.5","23.7","12","3.8","416","411","9901","65","11","9","1","0","0","4","10","95613"
"182","Corona-Norco Unified","Norco High","Riverside","High School","2222","5.4","0.3","2.7","2.8","1.3","45.1","0.5","1","0.4","46","38.6","24.1","14","4.9","445","442","9901","65","11","9","1","0","0","4","10","95613"
"183","Corona-Norco Unified","Centennial High","Riverside","High School","3339","7.4","0.3","9.6","9.3","2.8","55.2","0.5","1.2","0.6","20.6","49.9","25.8","12","4.5","521","495","9901","65","11","9","1","0","0","4","10","95613"
"184","Corona-Norco Unified","Eleanor Roosevelt High","Riverside","High School","4079","5.4","0.3","12.9","13.1","6","47.4","0.5","0.9","0.9","18.1","41","25.9","8","3.6","441","444","9901","65","11","9","1","0","0","4","10","95613"
"185","Corona-Norco Unified","Santiago High","Riverside","High School","3580","2.8","0.4","8.9","5.4","2.1","35.6","0.2","0.7","0.8","45.9","25.8","25.5","13","4","462","460","9901","65","11","9","1","0","0","4","10","95613"
"186","Coronado Unified","Coronado High","San Diego","High School","1231","0.4","0.6","2.8","1.8","1.9","18.3","0.4","2.6","0.1","71.4","4.8","21.2","10","2.3","549","533","10878","63","12","8","1","1","0","6","9","69792"
"187","Cotati-Rohnert Park Unified","Credo High","Sonoma","High School","175","N/A","0","1.7","1.1","0","15.4","0","4.6","1.7","75.4","33.1","22.8","3","1.6","N/A","N/A","10496","63","11","10","1","0","0","6","9","61467"
"188","Cotati-Rohnert Park Unified","Rancho Cotate High","Sonoma","High School","1426","8.1","1.1","3.1","2.9","1.7","42.4","0.4","2.7","0.2","45.6","30.2","21.7","11","6.1","489","477","10496","63","11","10","1","0","0","6","9","61467"
"189","Covina-Valley Unified","Northview High","Los Angeles","High School","1333","5.9","0.5","2.6","3.6","2.9","81.9","0.4","0.2","0.1","8","74.2","24","9","2.3","414","401","11074","61","11","6","0","0","0","7","9","82231"
"190","Covina-Valley Unified","South Hills High","Los Angeles","High School","1702","3.8","0.2","8.6","2.9","3","68.1","0.3","0.3","0.2","16.5","59","24.2","10","3.1","457","441","11074","61","11","6","0","0","0","7","9","82231"
"191","Covina-Valley Unified","Covina High","Los Angeles","High School","1316","4.1","0.4","6.1","3.1","2.7","78.5","0.3","0.2","0.3","8.4","71.7","25.4","10","3","429","409","11074","61","11","6","0","0","0","7","9","82231"
"192","Culver City Unified","Culver City High","Los Angeles","High School","2082","3.5","0.5","10.4","21.4","2.2","39.2","0.4","2.3","0","23.6","35.8","24.5","12","2.6","512","500","11060","62","14","9","0","0","0","6","9","74671"
"193","Cutler-Orosi Joint Unified","Orosi High","Tulare","High School","1045","29","0","0.9","0.1","4.2","92.6","0","0.2","0.2","1.8","90","22.5","12","8.4","423","417","10440","49","13","8","1","3","0","5","19","69781"
"194","Cuyama Joint Unified","Cuyama Valley High","Santa Barbara","High School","70","25.7","1.4","0","0","0","84.3","0","0","0","14.3","78.6","9.3","11","8.3","0","0","13270","58","7","5","1","0","0","9","12","58335"
